id_cie	cod	descrip
12995	Y246	Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: area industrial y de la construccion
12996	Y247	Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: granja
12997	Y248	Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: otro lugar especificado
12998	Y249	Disparo de otras armas de fuego, y las no especificadas, de intencion no determinada: lugar no especificado
12999	Y25	Contacto traumatico con material explosivo, de intencion no determinada
13000	Y250	Contacto traumatico con material explosivo, de intencion no determinada: vivienda
13001	Y251	Contacto traumatico con material explosivo, de intencion no determinada: institucion residencial
13002	Y252	Contacto traumatico con material explosivo, de intencion no determinada: escuelas otras instituciones y areas administrativas
13003	Y253	Contacto traumatico con material explosivo, de intencion no determinada: areas de deporte y atletismo
13004	Y254	Contacto traumatico con material explosivo, de intencion no determinada: calles y carreteras
13005	Y255	Contacto traumatico con material explosivo, de intencion no determinada: comercio y area de servicios
13006	Y256	Contacto traumatico con material explosivo, de intencion no determinada: area industrial y de la construccion
13007	Y257	Contacto traumatico con material explosivo, de intencion no determinada: granja
13008	Y258	Contacto traumatico con material explosivo, de intencion no determinada: otro lugar especificado
13009	Y259	Contacto traumatico con material explosivo, de intencion no determinada: lugar no especificado
13010	Y26	Exposicion a humo, fuego y llamas, de intencion no determinada
13011	Y260	Exposicion al humo, fuego y llamas, de intencion no determinada: vivienda
13012	Y261	Exposicion al humo, fuego y llamas, de intencion no determinada: institucion residencial
13013	Y262	Exposicion al humo, fuego y llamas, de intencion no determinada: escuelas, otras instituciones y areas administrativas
13014	Y263	Exposicion al humo, fuego y llamas, de intencion no determinada: areas de deporte y atletismo
13015	Y264	Exposicion al humo, fuego y llamas, de intencion no determinada: calles y carreteras
13016	Y265	Exposicion al humo, fuego y llamas, de intencion no determinada: comercio y area de servicios
13017	Y266	Exposicion al humo, fuego y llamas, de intencion no determinada: area industrial y de la construccion
13018	Y267	Exposicion al humo, fuego y llamas, de intencion no determinada: granja
13019	Y268	Exposicion al humo, fuego y llamas, de intencion no determinada: otro lugar especificado
13020	Y269	Exposicion al humo, fuego y llamas, de intencion no determinada: lugar no especificado
13021	Y27	Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada
13022	Y270	Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: vivienda
13023	Y271	Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: institucion residencial
13024	Y272	Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: escuelas, otras instituciones y areas administrativas
13025	Y273	Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: areas de deporte y atletismo
13026	Y274	Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: calles y carreteras
13027	Y275	Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: comercio y area de servicios
13028	Y276	Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: area industrial y de la construccion
13029	Y277	Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: granja
13030	Y278	Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: otro lugar especificado
13031	Y279	Contacto con vapor de agua, vapores y objetos calientes, de intencion no determinada: lugar no especificado
13032	Y28	Contacto traumatico con objeto cortante, de intencion no determinada
13033	Y280	Contacto traumatico con objeto cortante, de intencion no determinada: vivienda
13034	Y281	Contacto traumatico con objeto cortante, de intencion no determinada: institucion residencial
13035	Y282	Contacto traumatico con objeto cortante, de intencion no determinada: escuelas, otras instituciones y areas administrativas
13036	Y283	Contacto traumatico con objeto cortante, de intencion no determinada: areas de deporte y atletismo
13037	Y284	Contacto traumatico con objeto cortante, de intencion no determinada: calles y carreteras
13038	Y285	Contacto traumatico con objeto cortante, de intencion no determinada: comercio y area de servicios
13039	Y286	Contacto traumatico con objeto cortante, de intencion no determinada: area industrial y de la construccion
13040	Y287	Contacto traumatico con objeto cortante, de intencion no determinada: granja
13041	Y288	Contacto traumatico con objeto cortante, de intencion no determinada: otro lugar especificado
13042	Y289	Contacto traumatico con objeto cortante, de intencion no determinada: lugar no especificado
13043	Y29	Contacto traumatico con objeto romo sin filo, de intencion no determinada
13044	Y290	Contacto traumatico con objeto romo o sin filo, de intencion no determinada: vivienda
13045	Y291	Contacto traumatico con objeto romo o sin filo, de intencion no determinada: institucion residencial
13046	Y292	Contacto traumatico con objeto romo o sin filo, de intencion no determinada: escuelas, otras instituciones y areas administrativas
13047	Y293	Contacto traumatico con objeto romo o sin filo, de intencion no determinada: areas de deporte y atletismo
13048	Y294	Contacto traumatico con objeto romo o sin filo, de intencion no determinada: calles y carreteras
13049	Y295	Contacto traumatico con objeto romo o sin filo, de intencion no determinada: comercio y area de servicios
13050	Y296	Contacto traumatico con objeto romo o sin filo, de intencion no determinada: area industrial y de la construccion
13051	Y297	Contacto traumatico con objeto romo o sin filo, de intencion no determinada: granja
13052	Y298	Contacto traumatico con objeto romo o sin filo, de intencion no determinada: otro lugar especificado
13053	Y299	Contacto traumatico con objeto romo o sin filo, de intencion no determinada: lugar no especificado
13054	Y30	Caida, salto o empujon desde lugar elevado, de intencion no determinada
13055	Y300	Caida, salto o empujon desde lugar elevado, de intencion no determinada: vivienda
13056	Y301	Caida, salto o empujon desde lugar elevado, de intencion no determinada: institucion residencial
13057	Y302	Caida, salto o empujon desde lugar elevado, de intencion no determinada: escuelas, otras instituciones y areas administrativas
13058	Y303	Caida, salto o empujon desde lugar elevado, de intencion no determinada: areas de deporte y atletismo
13059	Y304	Caida, salto o empujon desde lugar elevado, de intencion no determinada: calles y carreteras
13060	Y305	Caida, salto o empujon desde lugar elevado, de intencion no determinada: comercio y area de servicios
13061	Y306	Caida, salto o empujon desde lugar elevado, de intencion no determinada: area industrial y de la construccion
13062	Y307	Caida, salto o empujon desde lugar elevado, de intencion no determinada: granja
13063	Y308	Caida, salto o empujon desde lugar elevado, de intencion no determinada: otro lugar especificado
13064	Y309	Caida, salto o empujon desde lugar elevado, de intencion no determinada: lugar no especificado
13065	Y31	Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada
13066	Y310	Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: vivienda
13067	Y311	Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: institucion residencial
13068	Y312	Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: escuelas, otras instituciones y areas administrativas
13069	Y313	Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: areas de deporte y atletismo
13070	Y314	Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: calles y carreteras
13071	Y315	Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: comercio y area de servicios
13072	Y316	Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: area industrial y de la construccion
13073	Y317	Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: granja
13074	Y318	Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: otro lugar especificado
13075	Y319	Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada: lugar no especificado
13076	Y32	Colision de vehiculo de motor de intencion no determinadas
13077	Y320	Colision de vehiculo de motor, de intencion no determinada: vivienda
13078	Y321	Colision de vehiculo de motor, de intencion no determinada: institucion residencial
13079	Y322	Colision de vehiculo de motor, de intencion no determinada: escuelas, otras instituciones y areas administrativas
13080	Y323	Colision de vehiculo de motor, de intencion no determinada: areas de deporte y atletismo
13081	Y324	Colision de vehiculo de motor, de intencion no determinada: calles y carreteras
13082	Y325	Colision de vehiculo de motor, de intencion no determinada: comercio y area de servicios
13083	Y326	Colision de vehiculo de motor, de intencion no determinada: area industrial y de la construccion
13084	Y327	Colision de vehiculo de motor, de intencion no determinada: granja
13085	Y328	Colision de vehiculo de motor, de intencion no determinada: otro lugar especificado
13086	Y329	Colision de vehiculo de motor, de intencion no determinada: lugar no especificado
13087	Y33	Otros eventos especificados de intencion no determinada
13088	Y330	Otros eventos especificados, de intencion no determinada: vivienda
13089	Y331	Otros eventos especificados, de intencion no determinada: institucion residencial
13090	Y332	Otros eventos especificados, de intencion no determinada: escuelas, otras instituciones y areas administrativas
13091	Y333	Otros eventos especificados, de intencion no determinada: areas de deporte y atletismo
13092	Y334	Otros eventos especificados, de intencion no determinada: calles y carreteras
13093	Y335	Otros eventos especificados, de intencion no determinada: comercio y area de servicios
13094	Y336	Otros eventos especificados, de intencion no determinada: area industrial y de la construccion
13095	Y337	Otros eventos especificados, de intencion no determinada: granja
13096	Y338	Otros eventos especificados, de intencion no determinada: otro lugar especificado
